"","ideology","norm_news","norm_branches","norm_officials","norm_facts","egal_equalop","egal_worryless","egal_notbigprob","egal_fewerprobs","moraltrad_adjmoral","moraltrad_moretrad","auth_childind","auth_childcur","auth_childobed","auth_childconsid","education","sex","interest","econ_perc","age"
"7406",3,5,5,5,5,1,4,4,1,1,4,1,1,2,1,"Less than high school","Male","Somewhat interested","Somewhat better off","18-29"
"7407",7,5,5,5,5,2,2,5,4,4,1,2,2,1,1,"Less than high school","Male","Very much interested","About the same","65+"
"7408",5,4,4,4,4,1,4,5,2,2,2,2,1,1,1,"Less than high school","Male","Not much interested","Somewhat better off","30-49"
"7409",2,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Somewhat interested","About the same","18-29"
"7410",3,5,5,4,3,1,5,5,2,1,3,1,1,2,1,"Less than high school","Female","Very much interested","About the same","65+"
"7411",1,5,5,5,4,1,5,5,1,2,5,1,1,2,1,"Less than high school","Female","Very much interested","About the same",NA
"7412",2,4,5,5,3,1,5,5,1,2,2,2,2,1,1,"Less than high school","Female","Very much interested","About the same","50-64"
"7413",4,4,4,4,4,2,5,5,2,2,3,1,1,2,1,"Less than high school","Female","Very much interested","About the same","65+"
"7414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat interested",NA,NA
"7415",6,3,5,5,5,4,2,4,4,4,2,2,1,1,2,"Less than high school","Female","Very much interested","Somewhat better off","50-64"
"7416",6,4,5,5,5,1,2,3,4,2,1,2,2,2,1,"Less than high school","Male","Very much interested","Somewhat worse off","18-29"
"7417",2,4,5,5,5,2,5,4,2,4,3,2,2,2,1,"Less than high school","Female","Somewhat interested","About the same","30-49"
"7418",4,5,5,5,4,2,2,4,4,2,4,1,1,2,1,"Less than high school","Female","Somewhat interested","Somewhat worse off","30-49"
"7419",7,1,5,5,4,1,1,3,3,5,1,2,2,1,2,"Less than high school","Female","Very much interested","About the same","65+"
"7420",6,5,4,4,4,3,3,4,3,4,1,2,2,2,1,"Less than high school","Male","Very much interested","About the same","65+"
"7421",NA,3,3,5,4,1,5,3,1,3,3,2,2,1,1,"Less than high school","Female","Somewhat interested","Much worse off","30-49"
"7422",NA,3,4,3,3,2,3,4,2,2,3,2,2,2,1,"Less than high school","Female","Somewhat interested","Somewhat worse off","30-49"
"7423",2,5,5,5,4,1,5,5,1,1,2,1,1,2,1,"Less than high school","Male","Very much interested","Somewhat better off","65+"
"7424",4,5,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Very much interested","Much worse off","30-49"
"7425",NA,1,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school",NA,"Somewhat interested","About the same","65+"
"7426",5,1,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Not much interested","About the same","50-64"
"7427",5,5,5,5,4,2,2,3,5,5,5,1,1,2,1,"Less than high school","Female","Somewhat interested","About the same","50-64"
"7428",7,1,4,5,3,1,1,4,5,5,1,2,1,1,1,"Less than high school","Female","Very much interested","Somewhat better off","50-64"
"7429",4,4,4,5,4,5,1,3,5,5,1,2,1,2,1,"Less than high school","Female","Somewhat interested","About the same",NA
"7430",2,4,5,5,5,1,4,5,1,1,3,2,1,2,1,"Less than high school","Male","Not much interested","Somewhat better off","18-29"
"7431",2,5,5,5,5,1,5,5,1,1,5,2,1,1,1,"Less than high school","Female","Very much interested","Much worse off","50-64"
"7432",NA,3,4,4,4,1,2,5,2,2,3,1,2,2,1,"Less than high school","Female","Very much interested","Somewhat worse off","65+"
"7433",2,5,5,5,5,1,5,5,1,1,5,1,1,2,1,"Less than high school","Male","Somewhat interested","Somewhat better off","30-49"
"7434",NA,3,3,5,4,1,3,3,2,2,3,2,2,1,1,"Less than high school","Female","Somewhat interested","Much worse off","50-64"
"7435",3,5,5,5,4,1,4,5,1,3,3,1,1,2,1,"Less than high school","Male","Very much interested","About the same","65+"
"7436",5,5,5,5,5,4,3,2,2,5,2,1,1,2,1,"Less than high school","Male","Somewhat interested","Somewhat better off","30-49"
"7437",5,3,4,4,3,1,5,5,1,2,3,2,2,1,1,"Less than high school","Male","Very much interested","Somewhat worse off","50-64"
"7438",5,4,5,5,5,4,2,3,2,4,2,2,1,2,1,"Less than high school","Female","Somewhat interested","Somewhat better off","50-64"
"7439",6,2,4,5,4,1,4,4,2,3,2,2,2,1,2,"Less than high school","Female","Very much interested","About the same","50-64"
"7440",3,1,5,5,5,2,3,3,3,3,3,1,1,2,1,"Less than high school","Female","Not much interested","About the same","18-29"
"7441",2,5,5,5,5,1,5,5,1,1,5,1,2,2,1,"Less than high school","Male","Very much interested","About the same","18-29"
"7442",4,2,5,5,3,1,4,5,1,2,2,2,2,2,2,"Less than high school","Male","Very much interested","About the same","65+"
"7443",6,3,5,5,5,5,1,2,2,5,1,2,1,2,2,"Less than high school","Male","Very much interested","About the same","65+"
"7444",5,4,5,4,5,2,1,2,2,5,1,1,1,2,1,"Less than high school","Male","Somewhat interested","Somewhat worse off","30-49"
"7445",4,3,5,4,4,1,2,5,1,1,1,2,2,1,2,"Less than high school","Male","Somewhat interested","Somewhat worse off","30-49"
"7446",4,5,5,5,5,1,5,5,2,2,3,1,1,2,1,NA,"Male","Very much interested","Somewhat worse off","30-49"
"7447",3,5,5,3,3,2,2,4,2,3,4,2,2,2,1,"Less than high school","Female","Very much interested","About the same","50-64"
"7448",2,4,4,5,3,2,2,3,2,5,3,2,1,2,1,"Less than high school","Male","Not much interested","About the same","30-49"
"7449",2,5,5,5,4,1,5,5,2,3,4,1,2,2,1,"Less than high school","Female","Not much interested","Somewhat better off","30-49"
"7450",4,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Somewhat interested","Much worse off","65+"
"7451",NA,5,5,5,4,1,2,5,2,5,1,2,2,1,1,"Less than high school","Female","Very much interested","About the same","65+"
"7452",3,4,4,4,4,1,1,2,2,2,2,2,2,2,1,"Less than high school","Male","Somewhat interested","About the same","50-64"
"7453",4,2,2,5,3,3,3,5,1,3,3,2,2,1,2,"Less than high school","Female","Not much interested","Much worse off","30-49"
"7454",4,5,5,5,5,1,1,4,1,1,2,1,1,2,1,"Less than high school","Male","Very much interested","About the same","30-49"
"7455",6,4,4,5,5,2,3,4,3,4,1,2,2,1,1,"Less than high school","Male","Very much interested","About the same","65+"
"7456",3,5,5,5,4,4,4,4,2,4,5,2,1,2,1,"Less than high school","Female","Very much interested","About the same","30-49"
"7457",4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Very much interested","Much better off","30-49"
"7458",4,3,3,3,3,1,5,1,1,1,1,1,2,2,2,"Less than high school","Female","Somewhat interested","Somewhat worse off","30-49"
"7459",1,5,5,5,5,1,5,5,1,1,2,1,1,2,1,"Less than high school","Female","Somewhat interested","About the same","18-29"
"7460",3,5,5,5,5,2,4,4,1,4,4,2,1,2,1,"Less than high school","Male","Very much interested","About the same","30-49"
"7461",6,3,5,4,4,2,2,2,5,5,2,2,2,2,2,"Less than high school","Female","Somewhat interested","Somewhat worse off","30-49"
"7462",4,3,5,5,5,1,5,4,2,4,4,2,2,2,1,"Less than high school","Male","Somewhat interested","Somewhat better off","30-49"
"7463",7,1,4,5,3,1,3,2,5,5,1,2,2,1,2,"Less than high school","Male","Somewhat interested","About the same","65+"
"7464",5,5,5,5,5,1,1,3,2,4,1,2,1,2,1,"Less than high school","Female","Very much interested","About the same","65+"
"7465",3,5,5,4,4,2,4,4,2,3,2,2,1,2,1,"Less than high school","Male","Very much interested","About the same","65+"
"7466",5,1,5,4,5,4,2,2,4,2,2,2,2,2,2,"Less than high school","Male","Very much interested","Somewhat better off","30-49"
"7467",6,2,2,5,4,1,4,2,4,4,1,2,2,1,2,"Less than high school","Female","Somewhat interested","About the same","50-64"
"7468",NA,5,5,5,4,4,5,5,3,4,4,1,2,2,1,"Less than high school","Female","Somewhat interested","Somewhat worse off","18-29"
"7469",NA,5,5,5,4,1,5,5,4,4,1,2,2,1,1,"Less than high school","Female","Very much interested","About the same","50-64"
"7470",6,3,4,5,4,1,2,3,2,5,1,2,2,2,1,"Less than high school","Male","Very much interested","Much better off",NA
"7471",NA,3,3,3,3,3,3,3,3,3,3,2,2,1,2,"Less than high school","Female","Not much interested","Somewhat better off","18-29"
"7472",NA,4,4,4,4,3,3,3,3,3,3,2,1,2,2,"Less than high school","Female","Somewhat interested","Somewhat worse off","30-49"
"7473",3,5,5,5,5,1,5,4,2,3,2,1,1,2,1,"Less than high school","Female","Very much interested","Somewhat worse off","65+"
"7474",1,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Very much interested","Somewhat better off","30-49"
"7475",5,1,5,5,5,5,1,1,5,5,1,2,2,1,2,"Less than high school","Male","Not much interested","Somewhat better off","65+"
"7476",2,5,5,5,5,1,5,4,1,1,2,1,1,2,1,"Less than high school","Female","Very much interested","Somewhat worse off","18-29"
"7477",1,4,4,5,4,1,5,5,1,1,5,1,1,2,1,NA,"Female","Very much interested","Somewhat worse off","18-29"
"7478",4,4,5,5,4,2,5,5,3,4,3,1,1,2,1,"Less than high school","Female","Very much interested","About the same","65+"
"7479",4,4,5,5,3,1,5,5,1,3,4,2,1,2,2,"Less than high school","Female","Very much interested","Somewhat better off","18-29"
"7480",2,5,5,5,5,1,5,5,1,5,5,2,1,2,1,"Less than high school","Female","Very much interested","About the same","65+"
"7481",4,3,5,5,3,1,5,4,2,4,2,2,2,2,1,"Less than high school","Female","Very much interested","About the same","50-64"
"7482",1,5,5,4,5,1,4,5,1,1,5,2,1,2,1,"Less than high school","Male","Very much interested","About the same","30-49"
"7483",2,4,5,5,4,1,5,5,1,5,3,2,1,2,1,"Less than high school","Female","Very much interested","About the same","65+"
"7484",5,1,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Not much interested","About the same","65+"
"7485",6,1,5,5,5,2,3,4,1,2,1,2,2,2,2,"Less than high school","Female","Somewhat interested","About the same","18-29"
"7486",6,4,5,4,5,2,3,3,2,4,1,2,1,2,1,"Less than high school","Female","Somewhat interested","Somewhat better off","30-49"
"7487",6,1,4,4,4,1,3,4,3,1,2,2,2,2,1,"Less than high school","Female","Not much interested","About the same","30-49"
"7488",6,3,5,5,5,4,2,4,1,5,1,2,1,1,2,"Less than high school","Female","Somewhat interested","About the same","50-64"
"7489",NA,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Male","Not much interested","About the same","50-64"
"7490",4,4,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Very much interested","About the same","65+"
"7491",7,5,5,5,1,1,5,5,2,5,1,2,2,1,1,"Less than high school","Female","Not much interested","About the same","30-49"
"7492",6,3,4,4,4,2,4,2,5,5,1,2,1,1,1,"Less than high school","Female","Very much interested","Much better off",NA
"7493",4,3,5,4,4,1,5,4,2,4,2,2,2,2,2,"Less than high school","Female","Very much interested","Somewhat worse off","50-64"
"7494",2,5,5,5,4,3,2,3,4,4,2,2,1,2,1,"Less than high school","Male","Very much interested","Much worse off","30-49"
"7495",6,1,5,5,4,1,5,4,3,2,3,2,1,1,1,"Less than high school","Female","Not much interested","Somewhat worse off","30-49"
"7496",6,4,4,4,4,3,2,3,3,5,1,2,2,1,1,"Less than high school","Female","Not much interested","About the same","50-64"
"7497",6,3,5,5,5,3,2,2,2,3,2,1,1,2,1,"Less than high school","Male","Very much interested","About the same","30-49"
"7498",4,5,5,5,3,1,5,5,2,2,2,2,1,2,1,"Less than high school","Female","Somewhat interested","About the same",NA
"7499",4,3,4,5,4,1,3,3,2,2,3,2,2,1,1,"Less than high school","Male","Somewhat interested","About the same","30-49"
"7500",1,5,5,5,5,1,5,5,1,1,3,1,2,2,1,"Less than high school","Male","Somewhat interested","About the same","18-29"
"7501",2,5,5,5,4,1,5,5,1,2,4,1,1,2,1,"Less than high school","Male","Somewhat interested","About the same","30-49"
"7502",4,1,5,4,3,2,3,4,2,2,3,2,1,1,1,"Less than high school","Female","Not much interested","About the same",NA
"7503",4,4,4,4,4,1,4,4,4,5,1,2,2,1,1,"Less than high school","Male","Not much interested","Somewhat worse off","65+"
"7504",4,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Male","Very much interested","About the same","65+"
"7505",NA,4,5,5,1,1,5,5,1,3,3,2,2,2,1,"Less than high school","Female","Very much interested","Somewhat worse off","18-29"
"7506",NA,3,5,4,4,1,5,5,1,2,2,2,2,1,1,"Less than high school","Male","Very much interested","About the same","30-49"
"7507",4,4,4,4,4,2,4,4,2,2,2,1,1,2,1,"Less than high school","Female","Somewhat interested","About the same","65+"
"7508",6,4,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Male","Not much interested","Somewhat better off","30-49"
"7509",6,4,4,5,4,5,1,2,5,5,1,1,1,2,1,"Less than high school","Male","Very much interested","Somewhat better off","65+"
"7510",3,3,4,5,4,1,4,4,1,2,2,2,2,1,1,"Less than high school","Female","Very much interested","Somewhat worse off","50-64"
"7511",1,5,5,5,5,1,5,4,1,1,4,2,1,2,1,"Less than high school","Male","Very much interested","Somewhat better off","30-49"
"7512",3,3,4,3,3,1,3,4,1,2,3,1,1,2,1,"Less than high school","Female","Somewhat interested","About the same","50-64"
"7513",6,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Male","Very much interested","Somewhat worse off","30-49"
"7514",2,2,5,5,4,1,4,5,1,3,4,2,1,2,1,"Less than high school","Female","Very much interested","About the same",NA
"7515",2,3,5,5,4,1,3,4,2,2,3,2,1,2,1,"Less than high school","Male","Very much interested","Somewhat worse off","65+"
"7516",4,5,5,4,4,1,5,5,1,3,2,2,1,1,1,"Less than high school","Female","Very much interested","Somewhat worse off","65+"
"7517",4,5,5,5,5,1,5,5,2,3,3,2,1,2,1,"Less than high school","Female","Very much interested","About the same","50-64"
"7518",3,5,5,5,4,1,2,2,2,3,2,2,2,2,1,"Less than high school","Male","Very much interested","About the same","65+"
"7519",NA,3,5,4,3,1,5,5,1,2,2,2,1,1,1,"Less than high school","Male","Somewhat interested","About the same","30-49"
"7520",5,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Very much interested","About the same","65+"
"7521",4,5,5,5,5,3,3,3,3,3,3,1,1,2,1,"Less than high school","Male","Very much interested","Somewhat worse off","50-64"
"7522",1,5,4,5,5,1,5,5,1,1,5,1,1,2,1,"Less than high school","Male","Somewhat interested","Much worse off","30-49"
"7523",4,3,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Somewhat interested","About the same","65+"
"7524",4,4,5,5,4,1,3,4,1,1,1,2,2,1,2,"Less than high school","Male","Very much interested","About the same","50-64"
"7525",4,5,5,5,3,1,3,4,1,1,1,2,2,1,1,"Less than high school","Male","Very much interested","About the same","65+"
"7526",NA,3,4,5,5,2,4,5,2,4,2,2,2,2,1,"Less than high school","Female","Somewhat interested","About the same","50-64"
"7527",3,5,5,5,3,2,4,4,2,4,3,2,1,2,1,"Less than high school","Female","Somewhat interested","About the same","50-64"
"7528",2,3,3,4,5,2,5,4,1,3,2,2,2,1,1,"Less than high school","Female","Somewhat interested","Somewhat better off","30-49"
"7529",6,3,3,4,3,3,3,3,3,3,2,1,1,1,2,"Less than high school","Male","Somewhat interested","About the same","65+"
"7530",1,4,3,5,5,1,3,3,1,3,3,2,1,2,1,"Less than high school","Female","Somewhat interested","About the same","65+"
"7531",5,5,5,5,4,3,1,4,3,2,2,2,2,2,1,"Less than high school","Male","Somewhat interested","Somewhat better off","50-64"
"7532",2,4,5,5,5,1,5,5,2,5,4,1,1,2,1,"Less than high school","Male","Somewhat interested","Much worse off","50-64"
"7533",2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Male","Very much interested","About the same","30-49"
"7534",1,5,5,5,5,1,5,5,1,3,4,1,1,2,1,"Less than high school","Female","Somewhat interested","Much worse off","18-29"
"7535",2,5,5,5,4,1,5,4,2,2,4,2,1,2,1,"Less than high school","Female","Somewhat interested","Somewhat worse off","18-29"
"7536",6,3,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Male","Somewhat interested","About the same","65+"
"7537",NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Very much interested","Somewhat worse off","30-49"
"7538",5,1,4,5,3,4,2,2,2,5,1,2,2,2,1,"Less than high school","Female","Very much interested","Much worse off","65+"
"7539",6,4,4,4,4,1,2,4,2,4,1,2,2,2,2,"Less than high school","Male","Very much interested","About the same","65+"
"7540",2,5,5,5,5,3,5,5,1,3,5,1,1,2,1,"Less than high school","Female","Somewhat interested","About the same","18-29"
"7541",4,5,5,5,3,2,3,3,1,2,1,2,2,2,2,"Less than high school","Male","Somewhat interested","About the same","50-64"
"7542",3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,"Less than high school","Male","Not much interested","Much worse off","30-49"
"7543",4,5,5,5,3,1,1,5,1,4,1,2,2,1,NA,"Less than high school","Male","Very much interested","About the same","65+"
"7544",1,5,5,5,5,1,5,5,1,5,1,2,1,2,1,"Less than high school","Female","Somewhat interested","Much worse off","65+"
"7545",5,4,5,5,4,1,5,5,2,2,1,1,1,1,1,"Less than high school","Female","Not much interested","Much better off","18-29"
"7546",6,3,4,2,3,1,2,2,4,5,1,2,2,1,1,"Less than high school","Female","Not much interested","Somewhat worse off","50-64"
"7547",4,4,5,4,4,4,4,5,1,1,1,2,2,1,2,"Less than high school","Female","Somewhat interested","About the same","65+"
"7548",2,5,5,5,5,1,5,5,1,2,4,1,1,2,1,"Less than high school","Female","Very much interested","About the same","65+"
"7549",4,5,5,5,2,2,4,5,2,2,4,1,1,2,1,"Less than high school","Female","Very much interested","About the same","50-64"
"7550",5,5,5,5,3,3,2,2,2,1,2,1,1,2,1,"Less than high school","Male","Very much interested","About the same","50-64"
"7551",5,1,1,4,3,2,2,2,4,NA,1,2,2,2,2,"Less than high school","Male","Somewhat interested","Somewhat worse off","18-29"
"7552",3,5,5,5,4,2,5,5,2,5,4,1,1,2,1,"Less than high school","Female","Very much interested","About the same","50-64"
"7553",2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Very much interested","Somewhat better off","65+"
"7554",3,5,5,5,5,2,4,2,3,4,4,2,1,2,1,"Less than high school","Male","Somewhat interested","Somewhat worse off","30-49"
"7555",7,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Male","Very much interested","About the same","65+"
"7556",5,4,4,4,4,2,2,3,2,2,2,2,2,2,2,"Less than high school","Male","Somewhat interested","About the same","50-64"
"7557",NA,NA,NA,NA,NA,1,1,1,3,4,5,2,1,1,2,NA,NA,"Very much interested",NA,NA
"7558",3,4,3,3,4,1,2,3,2,3,2,1,2,1,2,"Less than high school","Male","Very much interested","About the same","50-64"
"7559",6,2,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Male","Somewhat interested","About the same","65+"
"7560",5,1,2,4,3,1,3,3,2,4,1,2,2,2,NA,"Less than high school","Male","Somewhat interested","About the same","30-49"
"7561",5,3,4,5,5,1,5,4,1,4,1,2,1,2,1,"Less than high school","Female","Somewhat interested","About the same","30-49"
"7562",4,1,4,4,4,2,3,3,3,3,2,2,2,2,2,"Less than high school","Female","Somewhat interested","About the same","65+"
"7563",6,3,4,4,4,2,1,4,5,5,1,2,2,2,1,NA,"Male","Very much interested","About the same","50-64"
"7564",4,3,5,5,5,2,2,4,2,4,1,2,2,2,1,"Less than high school","Female","Very much interested","About the same","50-64"
"7565",NA,5,4,4,4,1,5,5,1,1,4,1,1,2,1,"Less than high school","Female","Not much interested","Somewhat better off","18-29"
"7566",4,3,4,5,4,1,3,4,2,2,1,2,1,2,1,"Less than high school","Female","Very much interested","About the same","65+"
"7567",NA,4,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Male","Very much interested","Somewhat better off","65+"
"7568",3,5,5,4,4,4,4,4,2,3,3,1,1,2,1,"Less than high school","Male","Very much interested","About the same","65+"
"7569",NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Not much interested","About the same","18-29"
"7570",3,5,5,5,5,4,3,4,2,4,2,1,1,2,1,"Less than high school","Male","Very much interested","About the same","65+"
"7571",4,1,1,1,1,1,3,2,5,2,2,2,2,1,2,"Less than high school","Female","Somewhat interested","About the same","30-49"
"7572",NA,5,5,4,4,3,3,4,1,3,2,2,2,1,1,"Less than high school","Male","Somewhat interested","Somewhat worse off","50-64"
"7573",6,4,4,4,2,2,3,3,3,3,3,2,2,1,2,"Less than high school","Female","Somewhat interested","Somewhat better off","30-49"
"7574",3,5,5,5,5,1,5,5,1,2,2,NA,NA,NA,NA,"Less than high school","Male","Very much interested","Somewhat worse off","65+"
"7575",2,5,5,5,5,1,5,5,1,2,5,1,1,2,1,"Less than high school","Female","Very much interested","About the same","30-49"
"7576",4,3,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Male","Not much interested","Somewhat better off","18-29"
"7577",6,3,4,4,4,3,3,4,2,3,2,2,2,1,1,"Less than high school","Male","Not much interested","About the same","30-49"
"7578",6,3,4,5,3,2,2,2,4,4,2,2,2,2,1,"Less than high school","Male","Very much interested","About the same","65+"
"7579",NA,1,3,3,4,1,3,3,3,4,2,2,1,1,1,"Less than high school","Female","Somewhat interested","Somewhat worse off","65+"
"7580",4,5,5,5,5,1,5,5,2,3,4,2,1,2,1,"Less than high school","Female","Somewhat interested","Somewhat better off","30-49"
"7581",NA,1,1,1,1,2,2,3,2,3,3,1,1,2,1,"Less than high school","Male","Not much interested","About the same","30-49"
"7582",2,5,5,5,5,1,5,5,1,5,2,2,1,2,1,"Less than high school","Female","Very much interested","About the same","65+"
"7583",1,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Male","Not much interested","Much better off","18-29"
"7584",NA,1,3,4,1,2,5,3,1,3,4,2,2,2,2,"Less than high school","Female","Somewhat interested","Somewhat better off","18-29"
"7585",NA,4,4,4,4,1,2,4,3,3,3,2,2,1,2,"Less than high school","Female","Not much interested","Somewhat worse off","18-29"
"7586",2,5,5,5,5,1,4,2,3,2,4,1,1,1,1,"Less than high school","Female","Very much interested","About the same","30-49"
"7587",6,5,5,5,5,1,3,3,4,4,1,1,1,1,1,"Less than high school","Male","Not much interested","Somewhat better off","18-29"
"7588",5,3,5,5,5,1,5,5,1,4,1,2,2,2,1,"Less than high school","Female","Somewhat interested","About the same","65+"
"7589",4,4,5,4,4,1,4,2,2,2,1,NA,NA,NA,NA,"Less than high school","Male","Very much interested","About the same","30-49"
"7590",5,3,4,4,4,2,4,4,2,3,3,2,1,2,1,"Less than high school","Female","Somewhat interested","About the same","30-49"
"7591",NA,NA,5,5,5,1,3,5,1,2,1,2,2,1,1,"Less than high school","Female","Very much interested","Much better off","50-64"
"7592",5,5,5,5,4,3,2,3,3,2,1,2,2,1,2,"Less than high school","Male","Very much interested","About the same","50-64"
"7593",6,3,4,5,4,1,2,2,1,1,1,NA,2,1,1,"Less than high school","Female","Very much interested","Much better off","50-64"
"7594",6,5,5,5,4,1,2,4,2,3,1,2,NA,NA,NA,"Less than high school","Male","Somewhat interested","About the same","65+"
"7595",1,4,2,4,4,1,5,5,1,2,4,1,1,2,1,"Less than high school","Male","Very much interested","About the same","30-49"
"7596",2,5,5,5,5,1,5,5,1,1,1,2,2,1,2,"Less than high school","Female","Very much interested","Much worse off","30-49"
"7597",NA,3,3,4,3,2,4,4,2,4,2,2,2,1,2,"Less than high school","Female","Not much interested","Somewhat better off","30-49"
"7598",2,4,5,5,3,1,5,5,1,2,1,2,1,1,1,"Less than high school","Male","Very much interested","Somewhat worse off","65+"
"7599",4,2,4,4,3,2,2,3,3,2,2,2,2,1,2,"Less than high school","Female","Not much interested",NA,"30-49"
"7600",4,4,5,4,3,1,4,5,1,5,1,2,2,2,2,"Less than high school","Female","Not much interested","Somewhat better off","50-64"
"7601",4,5,5,5,5,2,4,5,1,1,2,1,1,2,1,"Less than high school","Male","Not much interested","Somewhat better off","18-29"
"7602",4,1,4,4,2,1,2,5,1,2,1,2,2,2,2,"Less than high school","Female","Not much interested","About the same","50-64"
"7603",3,5,5,5,4,1,5,5,1,3,3,2,1,2,1,"Less than high school","Male","Very much interested","About the same","65+"
"7604",5,3,5,5,5,2,3,3,3,4,2,2,2,1,2,"Less than high school","Male","Somewhat interested","Somewhat better off","50-64"
"7605",6,2,5,5,5,5,1,3,3,1,1,2,2,1,1,"Less than high school","Male","Very much interested","Much better off","65+"
"7606",4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Somewhat interested","Somewhat better off","30-49"
"7607",2,4,5,5,4,1,3,4,2,4,3,1,1,2,1,"Less than high school","Female","Very much interested","About the same","65+"
"7608",1,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Female","Very much interested","Much worse off","30-49"
"7609",5,1,5,5,5,2,3,3,2,4,2,NA,NA,NA,NA,"Less than high school","Female","Very much interested","About the same","65+"
"7610",4,3,4,4,4,2,2,4,4,3,3,2,1,2,2,"Less than high school","Female","Somewhat interested","About the same","30-49"
"7611",4,3,5,5,5,1,5,1,1,5,1,2,2,2,2,"Less than high school","Male","Very much interested","About the same","50-64"
"7612",6,3,5,4,5,1,2,3,1,4,1,2,1,2,1,"Less than high school","Male","Very much interested","About the same","50-64"
"7613",4,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Male","Very much interested","Somewhat better off","30-49"
"7614",5,4,5,5,5,1,3,4,4,3,3,1,2,2,2,"Less than high school","Female","Very much interested","Somewhat better off","50-64"
"7615",4,1,5,5,5,1,1,1,2,1,3,NA,NA,1,1,"Less than high school","Male","Somewhat interested","About the same","30-49"
"7616",6,2,3,5,4,2,2,2,2,1,2,2,2,1,2,"Less than high school","Male","Very much interested","Somewhat better off","65+"
"7617",6,5,5,5,3,1,5,2,1,1,2,2,2,2,1,"Less than high school","Male","Very much interested","About the same","50-64"
"7618",2,5,5,5,3,1,5,5,2,2,4,2,1,2,1,"Less than high school","Female","Very much interested","Somewhat worse off","30-49"
"7619",NA,4,4,5,4,2,3,3,2,2,1,2,1,1,2,"Less than high school","Male","Somewhat interested","About the same","65+"
"7620",4,1,4,3,3,4,1,3,3,3,2,2,1,1,2,"Less than high school","Male","Somewhat interested","About the same","50-64"
"7621",5,5,5,5,5,4,4,2,2,2,2,2,2,2,1,"Less than high school","Female","Very much interested","Somewhat worse off","50-64"
"7622",1,5,5,5,4,1,5,5,2,2,5,1,1,2,1,"Less than high school","Female","Very much interested","Somewhat better off","18-29"
"7623",6,4,5,5,3,1,3,5,3,5,1,2,1,2,1,"Less than high school","Male","Somewhat interested","About the same","65+"
"7624",5,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than high school","Male","Very much interested","Much worse off","50-64"
"7625",6,2,5,5,3,1,2,2,5,5,1,2,NA,1,NA,"Less than high school","Male","Very much interested","About the same","65+"
"7626",NA,3,4,3,3,3,3,2,2,4,3,2,2,1,2,"Less than high school","Female","Somewhat interested","About the same","18-29"
