"","ideology","norm_news","norm_branches","norm_officials","norm_facts","egal_equalop","egal_worryless","egal_notbigprob","egal_fewerprobs","moraltrad_adjmoral","moraltrad_moretrad","auth_childind","auth_childcur","auth_childobed","auth_childconsid","education","sex","interest","econ_perc","age"
"7217",NA,3,3,3,3,3,5,3,1,1,3,1,2,1,1,1,2,2,3,44
"7218",5,NA,5,5,4,2,3,3,5,4,1,2,1,2,1,6,2,1,3,-9
"7219",6,3,5,5,4,1,4,5,2,5,1,2,1,1,2,3,2,1,3,63
"7220",NA,3,4,4,4,1,4,5,5,5,4,1,2,2,2,3,2,1,3,47
"7221",3,5,5,5,5,2,5,4,1,2,4,1,1,2,1,7,2,1,5,26
"7222",4,5,5,5,5,2,3,3,2,2,2,2,1,2,1,6,1,1,5,57
"7223",4,5,5,5,5,1,5,5,1,1,1,2,2,1,1,5,2,1,3,56
"7224",5,5,5,5,5,1,5,5,1,5,5,1,1,2,1,4,1,1,5,53
"7225",5,3,5,5,4,2,3,4,4,4,3,1,1,2,1,6,2,2,2,48
"7226",4,5,5,5,5,4,2,4,5,3,1,2,2,1,1,6,1,1,4,50
"7227",6,1,4,4,4,5,2,2,3,4,2,2,2,1,1,6,2,1,3,34
"7228",5,5,5,5,4,3,3,3,3,3,2,2,2,1,1,4,1,2,2,73
"7229",6,5,5,4,4,1,5,5,1,5,1,2,1,1,1,7,1,3,4,57
"7230",NA,3,3,5,5,3,3,3,3,3,2,2,2,1,2,4,1,1,4,41
"7231",5,1,3,2,1,3,2,3,4,5,2,1,2,2,1,6,2,2,3,59
"7232",6,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,67
"7233",2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,2,4,54
"7234",6,NA,5,5,4,4,4,2,5,5,1,2,2,2,1,8,1,1,3,72
"7235",NA,3,3,3,3,1,5,1,1,1,3,2,2,1,1,3,1,3,3,33
"7236",5,2,4,5,4,2,3,3,2,3,1,1,1,2,1,3,2,1,2,54
"7237",4,3,5,5,3,2,3,4,2,3,2,1,2,2,1,3,2,2,4,22
"7238",3,5,5,5,5,1,4,4,1,3,2,1,1,2,1,6,2,1,3,44
"7239",4,4,5,5,5,2,2,2,2,2,3,2,2,2,1,6,1,2,1,30
"7240",5,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,74
"7241",3,2,5,5,4,1,2,3,2,1,3,1,1,2,1,6,1,2,1,37
"7242",7,5,5,5,4,3,1,3,3,5,1,2,1,2,1,3,1,1,2,28
"7243",NA,5,3,3,3,3,5,4,2,2,3,1,1,2,1,3,1,3,3,18
"7244",4,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,56
"7245",2,5,5,5,5,1,5,5,1,1,4,1,1,2,1,6,1,3,3,39
"7246",6,4,5,4,4,2,2,4,3,5,1,2,2,1,2,6,1,1,1,71
"7247",3,5,5,5,4,2,4,5,1,2,4,1,1,2,1,3,2,1,2,23
"7248",6,3,5,5,4,2,2,4,2,4,1,2,2,2,1,6,1,2,3,47
"7249",6,3,3,3,4,1,2,4,1,5,1,1,1,2,1,3,2,1,4,45
"7250",4,5,4,5,5,1,4,5,2,2,5,1,2,2,1,6,1,3,1,28
"7251",4,1,5,3,4,3,3,3,3,1,3,2,2,2,1,2,2,2,3,38
"7252",7,1,5,5,1,2,3,3,3,3,2,2,2,1,1,3,2,1,3,70
"7253",4,5,5,5,5,1,5,4,4,4,1,2,2,2,1,3,2,1,3,-9
"7254",4,1,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,1,4,39
"7255",1,5,5,5,5,1,5,5,1,2,5,1,1,2,1,8,2,1,3,34
"7256",4,5,5,4,4,1,1,1,1,1,1,2,2,1,1,2,2,1,5,43
"7257",NA,1,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,46
"7258",NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,4,69
"7259",6,2,5,3,3,1,2,4,2,4,1,2,2,1,1,6,1,3,2,80
"7260",4,5,5,5,3,1,5,2,1,2,1,2,2,1,2,4,2,1,3,54
"7261",5,3,4,5,3,1,5,5,1,3,1,2,2,2,1,3,2,2,3,64
"7262",3,3,3,3,3,1,4,3,2,2,3,2,2,1,1,2,2,2,3,70
"7263",4,1,3,4,1,3,2,3,3,5,1,2,2,2,1,3,1,3,3,-9
"7264",5,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,-9
"7265",3,5,5,5,4,1,5,5,1,2,3,1,1,2,1,6,2,2,3,46
"7266",5,5,5,5,5,2,2,4,3,5,2,2,1,2,1,7,2,1,3,73
"7267",6,1,2,4,3,1,2,4,4,4,1,1,2,1,1,8,2,2,3,42
"7268",2,4,5,4,4,1,5,4,1,2,4,2,2,1,1,7,2,2,4,43
"7269",2,4,5,5,4,2,5,5,2,2,3,1,1,2,1,7,2,2,3,64
"7270",6,5,5,5,4,4,1,3,5,4,2,2,2,2,1,7,1,3,3,59
"7271",NA,4,5,5,5,1,1,1,1,1,1,2,2,2,1,4,2,2,4,34
"7272",6,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,4,50
"7273",6,2,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,57
"7274",2,5,5,5,5,1,5,5,1,1,4,2,2,1,1,3,2,1,3,38
"7275",6,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,76
"7276",5,2,5,5,4,2,4,2,3,4,1,2,2,1,1,5,2,3,2,51
"7277",6,3,3,4,4,1,1,3,3,2,1,2,2,2,1,3,2,2,3,30
"7278",4,5,5,5,3,3,3,3,2,3,3,2,2,2,1,3,2,2,3,48
"7279",4,3,5,5,5,1,1,5,2,3,3,2,2,1,2,3,2,1,2,47
"7280",6,3,5,5,5,2,2,4,2,4,1,2,2,1,1,2,2,1,1,62
"7281",6,5,4,4,3,1,3,3,3,4,2,1,2,2,1,3,2,1,3,80
"7282",4,3,5,5,5,1,2,4,1,1,1,1,2,2,1,7,1,2,3,35
"7283",6,3,5,5,5,2,2,3,2,4,1,2,2,1,1,2,2,1,2,72
"7284",3,4,4,4,4,1,3,3,3,2,3,2,1,2,1,5,1,3,2,58
"7285",4,3,5,5,3,1,5,4,1,2,3,2,2,2,1,5,2,1,2,40
"7286",6,5,4,5,3,1,5,5,1,1,1,2,2,1,2,1,1,2,3,72
"7287",NA,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,35
"7288",6,5,5,5,5,4,4,2,2,5,4,2,2,1,1,7,1,1,2,37
"7289",5,1,3,4,4,2,2,4,3,5,1,2,2,2,1,3,2,2,2,70
"7290",NA,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,3,52
"7291",3,5,5,5,5,1,4,4,1,2,4,1,1,2,1,7,2,1,4,64
"7292",4,5,5,5,5,1,3,5,2,5,5,1,1,2,1,6,2,1,3,76
"7293",2,5,5,5,5,1,4,5,1,1,4,2,1,2,1,6,1,1,5,21
"7294",NA,3,4,5,3,1,5,5,1,3,4,2,2,2,2,3,2,2,3,22
"7295",6,3,5,5,4,2,1,4,5,5,1,2,2,2,1,6,1,3,3,49
"7296",5,5,4,5,4,2,3,4,4,2,2,2,2,2,1,6,2,2,3,36
"7297",6,5,5,5,3,1,5,5,4,5,1,2,2,1,2,7,2,1,3,71
"7298",4,4,4,5,4,1,5,5,1,1,1,2,2,1,2,3,2,1,1,40
"7299",3,3,4,4,5,1,2,2,2,2,2,2,2,2,2,2,2,2,3,80
"7300",4,5,5,5,5,1,5,5,1,2,1,2,1,2,1,4,NA,1,4,67
"7301",6,3,4,5,4,1,1,1,1,5,1,2,2,1,2,6,2,1,3,73
"7302",NA,1,3,5,5,2,2,2,2,3,2,1,2,1,1,3,2,2,5,21
"7303",NA,5,5,5,5,2,5,3,2,2,4,1,1,2,1,1,2,2,3,59
"7304",4,1,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,25
"7305",4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,3,32
"7306",NA,3,3,3,3,3,2,2,4,2,3,2,2,1,2,7,2,3,3,68
"7307",3,4,5,5,4,2,5,4,3,2,4,2,1,1,1,6,2,1,4,60
"7308",NA,4,2,2,3,1,5,4,1,2,1,2,2,1,2,3,2,1,4,63
"7309",6,5,5,5,5,2,2,4,2,3,2,2,2,1,2,3,2,2,2,44
"7310",2,3,5,4,5,1,4,4,2,2,4,2,1,2,1,6,2,2,3,41
"7311",6,5,5,5,5,2,2,3,4,5,1,2,2,2,1,6,2,1,2,52
"7312",4,4,4,5,4,1,5,5,2,2,1,NA,2,1,NA,6,2,1,1,44
"7313",NA,4,4,5,4,1,4,4,1,1,1,2,2,2,1,4,2,2,2,60
"7314",6,1,5,4,4,2,2,2,2,1,1,2,2,2,1,4,1,2,5,36
"7315",NA,5,5,5,5,1,1,1,1,1,1,2,2,1,2,2,2,1,4,47
"7316",NA,3,4,4,3,3,2,2,3,2,2,2,2,1,1,1,2,2,3,80
"7317",4,2,4,5,4,5,1,2,3,4,1,2,2,2,1,6,2,2,3,43
"7318",4,3,5,5,4,5,1,2,3,5,1,2,1,2,1,2,2,1,3,66
"7319",NA,2,3,5,5,1,5,3,2,4,2,2,2,1,1,7,2,2,2,68
"7320",4,2,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,80
"7321",7,4,4,4,5,3,2,1,5,5,2,2,2,2,1,7,1,1,1,48
"7322",6,5,5,4,4,3,3,3,4,5,2,2,2,1,1,7,2,3,3,59
"7323",1,2,2,1,1,1,4,2,2,4,3,2,2,2,2,3,2,1,3,19
"7324",1,5,5,5,5,1,3,4,2,2,4,1,1,2,1,8,1,1,3,55
"7325",3,5,5,4,4,2,5,5,2,2,3,1,1,2,1,6,2,1,3,25
"7326",1,5,5,5,5,1,5,5,1,1,5,1,2,2,1,7,2,2,3,25
"7327",4,3,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,26
"7328",2,5,5,5,5,1,5,5,1,5,4,2,1,2,1,3,2,1,5,24
"7329",NA,2,4,3,4,1,2,4,2,5,2,2,1,1,1,3,1,3,3,70
"7330",5,5,5,5,5,2,4,4,2,4,1,2,2,2,1,3,2,2,4,60
"7331",1,5,5,5,5,1,5,5,1,2,4,1,1,2,1,8,2,1,4,64
"7332",2,5,5,5,5,1,5,5,1,1,3,1,1,2,1,6,2,1,3,64
"7333",2,5,5,4,4,1,4,4,2,2,4,1,1,2,1,7,1,1,3,73
"7334",1,5,5,5,5,1,5,5,5,2,4,2,1,2,1,8,1,1,3,79
"7335",6,5,5,5,4,1,2,4,2,2,1,2,2,1,2,6,1,1,3,80
"7336",5,5,5,5,5,2,4,3,2,5,1,2,2,2,1,6,2,2,4,73
"7337",5,4,5,4,3,2,2,3,3,5,1,2,2,1,1,7,1,2,2,38
"7338",2,5,5,5,5,1,5,4,1,1,5,1,1,2,1,8,1,1,4,70
"7339",5,5,5,5,5,5,1,1,5,5,1,2,2,2,1,6,2,1,2,43
"7340",NA,2,5,5,4,1,1,1,5,5,1,2,2,1,2,2,1,1,3,65
"7341",2,5,5,5,5,1,1,4,2,4,5,1,1,2,1,8,2,1,3,56
"7342",NA,3,3,3,3,2,3,4,1,1,2,1,2,2,1,3,2,3,2,50
"7343",6,3,4,5,3,1,4,5,2,5,2,2,1,2,1,3,1,2,3,74
"7344",4,5,5,5,4,4,5,5,1,4,4,2,1,2,1,6,2,2,3,47
"7345",4,5,5,5,5,1,5,5,1,4,5,2,1,1,1,6,1,1,5,61
"7346",NA,3,4,4,5,2,4,4,2,3,4,2,1,2,1,6,1,2,2,72
"7347",NA,3,3,4,3,3,3,3,3,3,2,2,2,1,2,3,2,2,2,-9
"7348",NA,2,5,4,4,3,3,3,2,4,1,2,2,1,1,4,1,3,3,27
"7349",1,5,5,5,5,1,5,5,1,1,5,1,1,2,1,8,1,2,2,53
"7350",NA,1,5,5,3,1,1,5,4,2,4,2,2,1,1,2,2,2,3,50
"7351",NA,1,3,3,3,2,2,3,3,5,2,2,1,1,1,6,2,2,3,60
"7352",4,5,5,5,4,2,4,2,2,4,2,2,1,2,1,6,2,2,3,35
"7353",2,3,5,5,4,1,5,5,1,1,5,NA,NA,NA,NA,6,2,1,3,38
"7354",NA,3,2,1,1,3,2,2,2,2,2,2,2,2,2,6,1,2,1,35
"7355",NA,5,3,5,4,2,3,3,3,3,3,2,1,2,2,3,1,2,3,46
"7356",3,5,5,5,3,2,4,4,2,2,4,1,1,2,1,3,2,2,3,59
"7357",NA,5,4,5,4,1,3,3,2,2,3,2,2,2,1,4,2,1,3,60
"7358",4,4,4,5,5,2,4,4,1,2,4,1,1,2,1,3,2,1,3,52
"7359",6,1,3,3,3,1,3,3,2,4,4,2,2,1,2,5,1,1,1,30
"7360",2,5,5,1,3,2,1,2,1,2,3,2,2,1,2,1,1,2,5,38
"7361",NA,1,3,5,4,2,2,3,4,5,1,2,2,2,2,4,1,3,2,54
"7362",3,5,5,5,5,1,4,4,2,2,4,2,1,2,1,8,1,2,2,46
"7363",1,3,4,5,4,1,5,5,1,1,5,1,1,2,1,6,2,1,3,29
"7364",NA,5,5,5,5,1,5,3,2,2,2,2,1,2,2,2,1,1,5,37
"7365",3,5,5,5,4,1,5,5,1,1,5,1,1,2,1,3,1,2,5,36
"7366",NA,NA,4,5,2,1,2,5,NA,3,2,2,2,1,2,NA,2,1,4,-9
"7367",6,4,4,4,4,1,4,3,3,4,1,2,2,1,1,4,2,1,4,62
"7368",NA,5,5,5,5,1,3,5,2,2,2,2,2,1,1,6,1,1,3,77
"7369",5,5,5,5,5,1,5,5,1,5,1,2,1,2,1,5,1,2,4,72
"7370",4,5,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,3,50
"7371",5,3,3,3,3,2,2,2,3,3,2,2,2,1,2,6,2,2,3,33
"7372",5,2,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,3,20
"7373",2,5,5,5,5,1,5,5,1,3,3,2,2,1,1,3,1,1,4,60
"7374",3,5,5,5,4,2,2,5,3,3,2,2,2,2,1,6,1,2,3,40
"7375",2,5,5,5,5,1,2,5,1,3,3,1,1,2,1,8,1,1,3,53
"7376",4,1,5,5,1,5,1,1,1,2,1,2,2,2,1,6,2,1,1,44
"7377",4,4,4,4,4,5,1,3,3,5,3,2,2,1,1,7,2,1,3,74
"7378",4,3,3,5,5,2,4,2,2,4,2,2,1,1,1,2,2,1,3,77
"7379",3,3,4,4,5,2,4,4,2,2,2,1,1,2,1,3,1,3,2,32
"7380",NA,3,4,3,3,1,4,1,3,2,2,1,1,2,1,2,2,2,5,35
"7381",6,4,4,5,4,2,2,5,2,5,2,2,2,2,1,5,2,3,2,58
"7382",4,5,5,5,3,1,5,4,1,4,1,1,2,2,1,2,2,1,3,76
"7383",6,1,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,2,3,44
"7384",5,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,3,59
"7385",2,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,3,-9
"7386",3,5,5,5,4,1,4,4,2,4,4,2,1,2,1,NA,2,1,4,64
"7387",5,5,5,5,5,3,3,3,3,4,3,2,2,2,2,3,1,2,3,40
"7388",4,4,5,5,5,2,3,4,1,2,2,2,2,2,1,3,2,1,4,60
"7389",4,5,5,5,4,2,3,3,3,3,3,1,2,1,2,2,1,2,3,18
"7390",6,2,4,5,4,1,2,4,3,5,2,2,2,1,2,3,2,3,3,51
"7391",5,2,4,5,5,2,4,4,4,4,2,2,1,2,1,3,2,1,2,73
"7392",6,4,5,5,4,1,2,4,3,5,2,1,2,2,2,7,1,1,2,57
"7393",4,5,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,1,3,80
"7394",NA,1,2,3,2,1,5,5,1,1,3,1,2,1,1,3,2,2,3,20
"7395",2,3,5,5,5,1,5,5,1,2,4,2,1,2,1,4,2,1,3,50
"7396",5,1,5,5,4,1,4,3,3,5,1,2,2,2,2,6,2,1,3,59
"7397",5,1,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,3,46
"7398",6,3,5,5,4,4,2,2,5,5,2,1,1,2,1,2,2,1,3,39
"7399",NA,5,5,5,5,2,5,5,4,2,4,2,2,1,1,3,2,2,2,58
"7400",3,4,4,4,4,2,4,2,2,3,3,2,2,2,2,6,1,3,5,23
"7401",6,4,5,5,3,2,4,3,3,5,2,2,2,1,2,6,1,1,3,66
"7402",6,3,4,4,4,4,3,3,2,5,1,2,1,2,1,7,1,2,2,67
"7403",2,1,5,5,5,1,5,5,1,2,3,1,1,2,1,6,1,1,4,51
"7404",7,5,2,3,5,1,3,3,2,5,1,2,1,1,1,7,1,1,3,-9
"7405",6,3,3,3,3,1,5,4,1,2,4,1,1,2,2,6,1,2,1,26
"7406",3,5,5,5,5,1,4,4,1,1,4,1,1,2,1,5,1,2,2,26
"7407",7,5,5,5,5,2,2,5,4,4,1,2,2,1,1,2,1,1,3,67
"7408",5,4,4,4,4,1,4,5,2,2,2,2,1,1,1,2,1,3,2,30
"7409",2,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,19
"7410",3,5,5,4,3,1,5,5,2,1,3,1,1,2,1,5,2,1,3,70
"7411",1,5,5,5,4,1,5,5,1,2,5,1,1,2,1,7,2,1,3,-9
"7412",2,4,5,5,3,1,5,5,1,2,2,2,2,1,1,6,2,1,3,63
"7413",4,4,4,4,4,2,5,5,2,2,3,1,1,2,1,6,2,1,3,70
"7414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,-9
"7415",6,3,5,5,5,4,2,4,4,4,2,2,1,1,2,7,2,1,2,56
"7416",6,4,5,5,5,1,2,3,4,2,1,2,2,2,1,4,1,1,4,28
"7417",2,4,5,5,5,2,5,4,2,4,3,2,2,2,1,7,2,2,3,47
"7418",4,5,5,5,4,2,2,4,4,2,4,1,1,2,1,6,2,2,4,48
"7419",7,1,5,5,4,1,1,3,3,5,1,2,2,1,2,7,2,1,3,65
"7420",6,5,4,4,4,3,3,4,3,4,1,2,2,2,1,7,1,1,3,72
"7421",NA,3,3,5,4,1,5,3,1,3,3,2,2,1,1,4,2,2,5,41
"7422",NA,3,4,3,3,2,3,4,2,2,3,2,2,2,1,5,2,2,4,35
"7423",2,5,5,5,4,1,5,5,1,1,2,1,1,2,1,7,1,1,2,68
"7424",4,5,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,5,42
"7425",NA,1,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,3,74
"7426",5,1,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,58
"7427",5,5,5,5,4,2,2,3,5,5,5,1,1,2,1,4,2,2,3,50
"7428",7,1,4,5,3,1,1,4,5,5,1,2,1,1,1,4,2,1,2,62
"7429",4,4,4,5,4,5,1,3,5,5,1,2,1,2,1,2,2,2,3,-9
"7430",2,4,5,5,5,1,4,5,1,1,3,2,1,2,1,6,1,3,2,27
"7431",2,5,5,5,5,1,5,5,1,1,5,2,1,1,1,6,2,1,5,58
"7432",NA,3,4,4,4,1,2,5,2,2,3,1,2,2,1,6,2,1,4,66
"7433",2,5,5,5,5,1,5,5,1,1,5,1,1,2,1,2,1,2,2,36
"7434",NA,3,3,5,4,1,3,3,2,2,3,2,2,1,1,3,2,2,5,58
"7435",3,5,5,5,4,1,4,5,1,3,3,1,1,2,1,7,1,1,3,70
"7436",5,5,5,5,5,4,3,2,2,5,2,1,1,2,1,7,1,2,2,33
"7437",5,3,4,4,3,1,5,5,1,2,3,2,2,1,1,2,1,1,4,59
"7438",5,4,5,5,5,4,2,3,2,4,2,2,1,2,1,6,2,2,2,51
"7439",6,2,4,5,4,1,4,4,2,3,2,2,2,1,2,3,2,1,3,61
"7440",3,1,5,5,5,2,3,3,3,3,3,1,1,2,1,2,2,3,3,19
"7441",2,5,5,5,5,1,5,5,1,1,5,1,2,2,1,6,1,1,3,23
"7442",4,2,5,5,3,1,4,5,1,2,2,2,2,2,2,2,1,1,3,68
"7443",6,3,5,5,5,5,1,2,2,5,1,2,1,2,2,3,1,1,3,70
"7444",5,4,5,4,5,2,1,2,2,5,1,1,1,2,1,8,1,2,4,43
"7445",4,3,5,4,4,1,2,5,1,1,1,2,2,1,2,3,1,2,4,48
"7446",4,5,5,5,5,1,5,5,2,2,3,1,1,2,1,NA,1,1,4,49
"7447",3,5,5,3,3,2,2,4,2,3,4,2,2,2,1,7,2,1,3,59
"7448",2,4,4,5,3,2,2,3,2,5,3,2,1,2,1,4,1,3,3,42
"7449",2,5,5,5,4,1,5,5,2,3,4,1,2,2,1,5,2,3,2,48
"7450",4,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,5,66
"7451",NA,5,5,5,4,1,2,5,2,5,1,2,2,1,1,3,2,1,3,78
"7452",3,4,4,4,4,1,1,2,2,2,2,2,2,2,1,7,1,2,3,51
"7453",4,2,2,5,3,3,3,5,1,3,3,2,2,1,2,2,2,3,5,44
"7454",4,5,5,5,5,1,1,4,1,1,2,1,1,2,1,7,1,1,3,48
"7455",6,4,4,5,5,2,3,4,3,4,1,2,2,1,1,6,1,1,3,79
"7456",3,5,5,5,4,4,4,4,2,4,5,2,1,2,1,6,2,1,3,42
"7457",4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,1,1,45
"7458",4,3,3,3,3,1,5,1,1,1,1,1,2,2,2,1,2,2,4,30
"7459",1,5,5,5,5,1,5,5,1,1,2,1,1,2,1,6,2,2,3,28
"7460",3,5,5,5,5,2,4,4,1,4,4,2,1,2,1,7,1,1,3,33
"7461",6,3,5,4,4,2,2,2,5,5,2,2,2,2,2,6,2,2,4,46
"7462",4,3,5,5,5,1,5,4,2,4,4,2,2,2,1,5,1,2,2,44
"7463",7,1,4,5,3,1,3,2,5,5,1,2,2,1,2,8,1,2,3,73
"7464",5,5,5,5,5,1,1,3,2,4,1,2,1,2,1,4,2,1,3,73
"7465",3,5,5,4,4,2,4,4,2,3,2,2,1,2,1,3,1,1,3,71
"7466",5,1,5,4,5,4,2,2,4,2,2,2,2,2,2,3,1,1,2,39
"7467",6,2,2,5,4,1,4,2,4,4,1,2,2,1,2,3,2,2,3,59
"7468",NA,5,5,5,4,4,5,5,3,4,4,1,2,2,1,3,2,2,4,19
"7469",NA,5,5,5,4,1,5,5,4,4,1,2,2,1,1,8,2,1,3,64
"7470",6,3,4,5,4,1,2,3,2,5,1,2,2,2,1,6,1,1,1,-9
"7471",NA,3,3,3,3,3,3,3,3,3,3,2,2,1,2,1,2,3,2,24
"7472",NA,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3,2,2,4,42
"7473",3,5,5,5,5,1,5,4,2,3,2,1,1,2,1,3,2,1,4,80
"7474",1,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,36
"7475",5,1,5,5,5,5,1,1,5,5,1,2,2,1,2,5,1,3,2,65
"7476",2,5,5,5,5,1,5,4,1,1,2,1,1,2,1,3,2,1,4,26
"7477",1,4,4,5,4,1,5,5,1,1,5,1,1,2,1,NA,2,1,4,18
"7478",4,4,5,5,4,2,5,5,3,4,3,1,1,2,1,3,2,1,3,73
"7479",4,4,5,5,3,1,5,5,1,3,4,2,1,2,2,3,2,1,2,19
"7480",2,5,5,5,5,1,5,5,1,5,5,2,1,2,1,8,2,1,3,79
"7481",4,3,5,5,3,1,5,4,2,4,2,2,2,2,1,2,2,1,3,50
"7482",1,5,5,4,5,1,4,5,1,1,5,2,1,2,1,3,1,1,3,37
"7483",2,4,5,5,4,1,5,5,1,5,3,2,1,2,1,6,2,1,3,80
"7484",5,1,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,3,68
"7485",6,1,5,5,5,2,3,4,1,2,1,2,2,2,2,2,2,2,3,20
"7486",6,4,5,4,5,2,3,3,2,4,1,2,1,2,1,7,2,2,2,39
"7487",6,1,4,4,4,1,3,4,3,1,2,2,2,2,1,4,2,3,3,33
"7488",6,3,5,5,5,4,2,4,1,5,1,2,1,1,2,5,2,2,3,62
"7489",NA,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,50
"7490",4,4,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,77
"7491",7,5,5,5,1,1,5,5,2,5,1,2,2,1,1,3,2,3,3,49
"7492",6,3,4,4,4,2,4,2,5,5,1,2,1,1,1,7,2,1,1,-9
"7493",4,3,5,4,4,1,5,4,2,4,2,2,2,2,2,4,2,1,4,51
"7494",2,5,5,5,4,3,2,3,4,4,2,2,1,2,1,7,1,1,5,46
"7495",6,1,5,5,4,1,5,4,3,2,3,2,1,1,1,3,2,3,4,38
"7496",6,4,4,4,4,3,2,3,3,5,1,2,2,1,1,5,2,3,3,64
"7497",6,3,5,5,5,3,2,2,2,3,2,1,1,2,1,3,1,1,3,36
"7498",4,5,5,5,3,1,5,5,2,2,2,2,1,2,1,6,2,2,3,-9
"7499",4,3,4,5,4,1,3,3,2,2,3,2,2,1,1,7,1,2,3,36
"7500",1,5,5,5,5,1,5,5,1,1,3,1,2,2,1,6,1,2,3,25
"7501",2,5,5,5,4,1,5,5,1,2,4,1,1,2,1,7,1,2,3,37
"7502",4,1,5,4,3,2,3,4,2,2,3,2,1,1,1,6,2,3,3,-9
"7503",4,4,4,4,4,1,4,4,4,5,1,2,2,1,1,1,1,3,4,65
"7504",4,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,3,72
"7505",NA,4,5,5,1,1,5,5,1,3,3,2,2,2,1,2,2,1,4,23
"7506",NA,3,5,4,4,1,5,5,1,2,2,2,2,1,1,6,1,1,3,39
"7507",4,4,4,4,4,2,4,4,2,2,2,1,1,2,1,5,2,2,3,74
"7508",6,4,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,2,49
"7509",6,4,4,5,4,5,1,2,5,5,1,1,1,2,1,8,1,1,2,80
"7510",3,3,4,5,4,1,4,4,1,2,2,2,2,1,1,5,2,1,4,56
"7511",1,5,5,5,5,1,5,4,1,1,4,2,1,2,1,3,1,1,2,41
"7512",3,3,4,3,3,1,3,4,1,2,3,1,1,2,1,4,2,2,3,61
"7513",6,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,4,33
"7514",2,2,5,5,4,1,4,5,1,3,4,2,1,2,1,7,2,1,3,-9
"7515",2,3,5,5,4,1,3,4,2,2,3,2,1,2,1,7,1,1,4,65
"7516",4,5,5,4,4,1,5,5,1,3,2,2,1,1,1,4,2,1,4,79
"7517",4,5,5,5,5,1,5,5,2,3,3,2,1,2,1,3,2,1,3,54
"7518",3,5,5,5,4,1,2,2,2,3,2,2,2,2,1,6,1,1,3,75
"7519",NA,3,5,4,3,1,5,5,1,2,2,2,1,1,1,7,1,2,3,43
"7520",5,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,1,3,66
